week_start_date,sku_id,product_family,demand_qty,future_4wk_avg_demand,unit_cost,on_hand_qty,supplier_id,lead_time_days,stockout_flag
2025-06-02,CB-1070,Terminal Block,35.0,8.8,31.72,15,SUP-110,28,0
2024-08-05,CB-1001,Trip Unit,0.0,3.5,154.9,37,SUP-101,28,0
2025-03-31,CB-1088,Molded Case,0.0,0.0,73.07,26,SUP-104,7,0
2024-10-21,CB-1189,Trip Unit,77.0,76.5,23.66,495,SUP-109,42,0
2024-02-19,CB-1124,Molded Case,108.0,112.5,27.31,331,SUP-104,21,0
2025-11-17,CB-1093,Trip Unit,76.0,76.0,174.01,86,SUP-109,35,0
2025-01-20,CB-1021,Trip Unit,93.0,91.2,142.18,0,SUP-109,35,1
2025-11-03,CB-1134,Terminal Block,0.0,10.5,25.95,38,SUP-102,14,0
2024-12-02,CB-1005,Trip Unit,56.0,56.2,116.79,77,SUP-105,14,0
2024-12-16,CB-1014,Terminal Block,94.0,81.0,85.85,208,SUP-102,42,0
2025-07-07,CB-1033,Trip Unit,39.0,39.5,146.99,0,SUP-109,21,1
2024-04-29,CB-1122,Terminal Block,101.0,76.5,154.72,0,SUP-102,7,1
2025-09-29,CB-1106,Terminal Block,56.0,56.2,165.97,178,SUP-110,35,0
2025-12-15,CB-1010,Terminal Block,0.0,18.2,140.66,30,SUP-110,21,0
2025-10-27,CB-1186,Terminal Block,89.0,82.8,105.1,222,SUP-106,7,0
2025-05-05,CB-1073,Trip Unit,0.0,0.0,94.6,28,SUP-101,14,0
2025-10-06,CB-1046,Terminal Block,57.0,46.5,33.88,154,SUP-110,14,0
2024-10-28,CB-1185,Trip Unit,42.0,50.8,170.42,125,SUP-105,21,0
2025-07-21,CB-1127,Contact Assembly,60.0,65.8,124.22,277,SUP-107,21,0
2024-11-04,CB-1124,Molded Case,76.0,76.8,27.31,483,SUP-104,21,0
2024-04-01,CB-1078,Terminal Block,47.0,11.8,29.71,0,SUP-106,14,1
2024-07-01,CB-1005,Trip Unit,61.0,58.8,116.79,185,SUP-105,14,0
2025-12-01,CB-1112,Molded Case,0.0,18.5,153.58,14,SUP-104,14,0
2025-08-04,CB-1030,Terminal Block,98.0,92.2,12.85,252,SUP-106,21,0
2025-04-14,CB-1091,Contact Assembly,0.0,0.0,101.05,45,SUP-107,21,0
2025-04-28,CB-1070,Terminal Block,0.0,0.0,31.72,50,SUP-110,28,0
2025-11-17,CB-1035,Contact Assembly,111.0,117.2,84.48,616,SUP-111,35,0
2025-08-04,CB-1048,Molded Case,58.0,64.0,113.85,61,SUP-100,35,0
2025-09-01,CB-1041,Trip Unit,0.0,7.0,49.69,26,SUP-105,21,0
2024-10-07,CB-1089,Trip Unit,64.0,67.0,120.16,248,SUP-105,7,0
2025-07-14,CB-1048,Molded Case,68.0,65.2,113.85,261,SUP-100,35,0
2025-04-07,CB-1017,Trip Unit,67.0,70.2,126.8,222,SUP-105,7,0
2024-04-29,CB-1188,Molded Case,107.0,95.8,92.73,112,SUP-108,28,0
2024-08-19,CB-1189,Trip Unit,78.0,76.8,23.66,358,SUP-109,42,0
2025-01-27,CB-1117,Trip Unit,0.0,0.0,166.66,32,SUP-109,7,0
2025-12-08,CB-1145,Trip Unit,0.0,14.2,23.29,43,SUP-101,42,0
2024-06-10,CB-1050,Terminal Block,45.0,55.0,9.89,106,SUP-102,28,0
2025-11-10,CB-1016,Molded Case,105.0,107.8,121.39,188,SUP-104,7,0
2025-09-22,CB-1095,Contact Assembly,0.0,0.0,141.8,46,SUP-111,21,0
2025-06-16,CB-1074,Terminal Block,88.0,87.8,139.53,51,SUP-102,42,0
2025-03-03,CB-1007,Contact Assembly,176.0,155.8,13.83,391,SUP-107,7,0
2024-04-15,CB-1050,Terminal Block,64.0,70.8,9.89,98,SUP-102,28,0
2025-03-24,CB-1054,Terminal Block,177.0,165.2,107.39,332,SUP-106,42,0
2025-01-27,CB-1176,Molded Case,37.0,50.8,114.33,229,SUP-108,7,0
2025-09-01,CB-1132,Molded Case,54.0,50.8,53.65,239,SUP-100,35,0
2024-03-25,CB-1044,Molded Case,82.0,97.2,162.71,155,SUP-108,21,0
2024-08-05,CB-1190,Terminal Block,40.0,42.0,51.86,77,SUP-110,21,0
2025-12-08,CB-1195,Contact Assembly,100.0,100.5,42.54,227,SUP-103,21,0
2025-08-04,CB-1082,Terminal Block,75.0,72.2,4.97,249,SUP-110,42,0
2024-08-05,CB-1095,Contact Assembly,0.0,0.0,141.8,52,SUP-111,21,0
2024-04-01,CB-1180,Molded Case,89.0,95.8,111.89,300,SUP-100,42,0
2025-06-09,CB-1018,Terminal Block,125.0,137.2,150.23,219,SUP-106,35,0
2025-06-02,CB-1191,Contact Assembly,129.0,134.5,110.95,0,SUP-111,28,1
2025-09-08,CB-1012,Molded Case,109.0,104.0,123.74,580,SUP-100,21,0
2024-06-24,CB-1055,Contact Assembly,92.0,88.5,88.11,206,SUP-107,7,0
2024-12-02,CB-1136,Molded Case,69.0,69.5,168.63,56,SUP-104,7,0
2025-05-19,CB-1019,Contact Assembly,33.0,30.2,53.68,0,SUP-107,42,1
2024-04-29,CB-1024,Molded Case,66.0,65.0,22.83,4,SUP-100,21,0
2025-09-22,CB-1111,Contact Assembly,77.0,82.8,92.05,330,SUP-103,35,0
2024-06-17,CB-1004,Molded Case,142.0,131.8,82.44,343,SUP-104,35,0
2024-09-30,CB-1191,Contact Assembly,91.0,90.5,110.95,564,SUP-111,28,0
2024-05-20,CB-1097,Trip Unit,43.0,19.2,43.79,33,SUP-101,14,0
2024-12-30,CB-1017,Trip Unit,61.0,55.0,126.8,232,SUP-105,7,0
2025-02-24,CB-1047,Contact Assembly,0.0,17.0,130.2,24,SUP-111,7,0
2025-06-09,CB-1146,Terminal Block,114.0,108.2,119.27,202,SUP-102,7,0
2025-03-10,CB-1044,Molded Case,108.0,113.5,162.71,150,SUP-108,21,0
2025-12-08,CB-1052,Molded Case,83.0,75.8,106.81,122,SUP-104,14,0
2025-04-14,CB-1115,Contact Assembly,78.0,77.2,68.82,202,SUP-107,14,0
2024-09-30,CB-1119,Contact Assembly,0.0,12.2,144.86,34,SUP-111,14,0
2024-07-01,CB-1142,Terminal Block,24.0,52.2,85.21,235,SUP-110,14,0
2025-10-20,CB-1097,Trip Unit,0.0,10.5,43.79,65,SUP-101,14,0
2024-04-08,CB-1007,Contact Assembly,136.0,140.5,13.83,406,SUP-107,7,0
2024-02-19,CB-1188,Molded Case,95.0,95.5,92.73,375,SUP-108,28,0
2024-11-18,CB-1160,Molded Case,44.0,38.8,81.01,279,SUP-104,35,0
2024-04-08,CB-1089,Trip Unit,109.0,101.8,120.16,277,SUP-105,7,0
2025-06-23,CB-1116,Molded Case,62.0,65.8,20.55,73,SUP-108,7,0
2024-07-15,CB-1070,Terminal Block,0.0,15.8,31.72,34,SUP-110,28,0
2024-08-05,CB-1093,Trip Unit,54.0,64.5,174.01,291,SUP-109,35,0
2024-04-29,CB-1131,Contact Assembly,54.0,33.5,97.06,94,SUP-111,14,0
2024-12-09,CB-1039,Contact Assembly,21.0,33.0,18.06,156,SUP-103,28,0
2025-09-08,CB-1030,Terminal Block,80.0,88.8,12.85,228,SUP-106,21,0
2025-03-31,CB-1070,Terminal Block,26.0,12.0,31.72,1,SUP-110,28,0
2024-04-15,CB-1154,Terminal Block,26.0,63.0,69.3,142,SUP-110,42,0
2025-03-03,CB-1087,Contact Assembly,112.0,87.2,24.47,80,SUP-103,35,0
2025-12-22,CB-1159,Contact Assembly,71.0,68.3,54.93,14,SUP-103,35,0
2024-05-27,CB-1194,Terminal Block,113.0,128.0,8.9,420,SUP-102,14,0
2024-06-03,CB-1193,Trip Unit,66.0,72.5,106.92,135,SUP-101,42,0
2024-05-06,CB-1196,Molded Case,61.0,84.0,102.92,344,SUP-104,21,0
2024-05-27,CB-1167,Contact Assembly,50.0,53.5,140.38,177,SUP-111,21,0
2024-07-29,CB-1109,Trip Unit,40.0,39.0,11.98,121,SUP-101,14,0
2024-11-18,CB-1024,Molded Case,50.0,47.8,22.83,146,SUP-100,21,0
2024-03-11,CB-1043,Contact Assembly,41.0,34.0,50.82,103,SUP-107,35,0
2025-07-07,CB-1084,Molded Case,139.0,135.5,92.37,89,SUP-100,7,0
2025-10-13,CB-1065,Trip Unit,68.0,61.0,43.36,240,SUP-105,28,0
2024-10-21,CB-1186,Terminal Block,63.0,76.2,105.1,447,SUP-106,7,0
2025-09-15,CB-1199,Contact Assembly,20.0,24.2,113.62,81,SUP-107,14,0
2025-11-17,CB-1063,Contact Assembly,38.0,28.8,119.55,75,SUP-103,7,0
2024-04-01,CB-1163,Contact Assembly,25.0,6.2,151.05,32,SUP-107,35,0
2024-07-15,CB-1028,Molded Case,101.0,102.2,80.02,167,SUP-104,28,0
2024-05-13,CB-1052,Molded Case,99.0,90.8,106.81,165,SUP-104,14,0
2024-07-29,CB-1156,Molded Case,45.0,46.8,153.47,37,SUP-100,35,0
2024-11-11,CB-1143,Contact Assembly,25.0,19.5,144.37,215,SUP-111,35,0
2025-04-28,CB-1044,Molded Case,116.0,109.2,162.71,47,SUP-108,21,0
2025-08-11,CB-1009,Trip Unit,0.0,0.0,174.8,35,SUP-109,35,0
2024-08-12,CB-1028,Molded Case,88.0,99.8,80.02,223,SUP-104,28,0
2024-08-19,CB-1068,Molded Case,44.0,43.8,171.64,167,SUP-108,35,0
2025-01-13,CB-1143,Contact Assembly,64.0,43.5,144.37,36,SUP-111,35,0
2024-03-04,CB-1162,Terminal Block,117.0,127.0,179.47,481,SUP-106,42,0
2025-03-24,CB-1094,Terminal Block,79.0,82.0,168.11,0,SUP-110,21,1
2024-12-09,CB-1107,Contact Assembly,104.0,101.0,29.77,466,SUP-111,7,0
2025-08-25,CB-1159,Contact Assembly,43.0,60.0,54.93,246,SUP-103,35,0
2025-09-22,CB-1083,Contact Assembly,82.0,83.0,122.78,184,SUP-111,14,0
2024-04-01,CB-1184,Molded Case,53.0,13.2,115.46,4,SUP-104,42,0
2025-08-18,CB-1115,Contact Assembly,56.0,53.5,68.82,222,SUP-107,14,0
2025-03-10,CB-1057,Trip Unit,38.0,45.0,168.96,0,SUP-109,35,1
2024-08-05,CB-1168,Molded Case,44.0,48.0,164.14,157,SUP-100,7,0
2024-09-23,CB-1133,Trip Unit,36.0,23.5,125.83,53,SUP-101,7,0
2024-04-29,CB-1056,Molded Case,0.0,0.0,17.18,39,SUP-108,42,0
2024-09-16,CB-1084,Molded Case,115.0,106.5,92.37,177,SUP-100,7,0
2024-04-01,CB-1076,Molded Case,91.0,95.5,49.09,207,SUP-104,21,0
2024-01-15,CB-1010,Terminal Block,0.0,16.3,140.66,13,SUP-110,21,0
2025-08-18,CB-1107,Contact Assembly,104.0,94.5,29.77,391,SUP-111,7,0
2025-03-17,CB-1182,Terminal Block,116.0,122.5,18.78,0,SUP-102,42,1
2025-06-30,CB-1116,Molded Case,44.0,53.0,20.55,253,SUP-108,7,0
2024-10-21,CB-1011,Contact Assembly,99.0,87.8,10.28,205,SUP-111,21,0
2024-05-20,CB-1103,Contact Assembly,140.0,103.8,21.19,158,SUP-107,42,0
2025-05-12,CB-1118,Terminal Block,153.0,156.5,152.23,186,SUP-110,7,0
2025-06-30,CB-1068,Molded Case,63.0,66.5,171.64,139,SUP-108,35,0
2024-08-19,CB-1152,Molded Case,74.0,66.5,132.02,320,SUP-108,42,0
2024-01-08,CB-1024,Molded Case,50.0,52.0,22.83,66,SUP-100,21,0
2025-09-01,CB-1056,Molded Case,0.0,6.0,17.18,25,SUP-108,42,0
2025-06-23,CB-1177,Trip Unit,0.0,0.0,132.9,46,SUP-109,21,0
2024-10-07,CB-1062,Terminal Block,35.0,33.0,21.77,292,SUP-102,42,0
2025-08-25,CB-1093,Trip Unit,67.0,65.5,174.01,244,SUP-109,35,0
2025-04-14,CB-1032,Molded Case,55.0,70.2,141.64,87,SUP-108,14,0
2024-10-07,CB-1013,Trip Unit,23.0,34.5,60.33,222,SUP-101,21,0
2025-04-07,CB-1101,Trip Unit,94.0,111.0,83.07,139,SUP-105,42,0
2024-11-18,CB-1185,Trip Unit,23.0,53.2,170.42,302,SUP-105,21,0
2024-08-05,CB-1163,Contact Assembly,0.0,33.8,151.05,0,SUP-107,35,0
2024-08-05,CB-1196,Molded Case,60.0,82.2,102.92,378,SUP-104,21,0
2025-06-23,CB-1051,Contact Assembly,43.0,35.2,28.15,12,SUP-103,14,0
2025-10-27,CB-1134,Terminal Block,0.0,13.0,25.95,38,SUP-102,14,0
2024-03-18,CB-1123,Contact Assembly,51.0,62.5,116.02,339,SUP-103,35,0
2024-10-28,CB-1022,Terminal Block,45.0,35.5,127.67,33,SUP-110,7,0
2025-11-17,CB-1105,Trip Unit,72.0,78.2,57.58,146,SUP-109,14,0
2025-11-10,CB-1020,Molded Case,62.0,38.8,27.31,159,SUP-108,21,0
2025-08-11,CB-1113,Trip Unit,97.0,115.0,44.52,119,SUP-105,21,0
2025-10-27,CB-1085,Trip Unit,51.0,97.5,37.96,106,SUP-101,35,0
2025-05-19,CB-1052,Molded Case,96.0,97.2,106.81,94,SUP-104,14,0
2024-01-08,CB-1197,Trip Unit,39.0,50.0,118.31,137,SUP-105,28,0
2025-02-17,CB-1074,Terminal Block,90.0,90.5,139.53,10,SUP-102,42,0
2025-12-08,CB-1178,Terminal Block,101.0,90.2,50.56,198,SUP-110,7,0
2024-07-22,CB-1136,Molded Case,66.0,66.2,168.63,262,SUP-104,7,0
2025-01-27,CB-1008,Molded Case,0.0,0.0,114.62,97,SUP-108,28,0
2024-07-08,CB-1168,Molded Case,54.0,53.0,164.14,123,SUP-100,7,0
2025-02-03,CB-1152,Molded Case,100.0,97.0,132.02,234,SUP-108,42,0
2025-11-24,CB-1144,Molded Case,28.0,21.5,108.93,69,SUP-100,35,0
2024-12-09,CB-1001,Trip Unit,0.0,0.0,154.9,27,SUP-101,28,0
2024-05-20,CB-1171,Contact Assembly,0.0,5.0,153.27,43,SUP-103,42,0
2024-12-02,CB-1051,Contact Assembly,20.0,19.5,28.15,53,SUP-103,14,0
2024-05-27,CB-1075,Contact Assembly,66.0,103.8,19.27,73,SUP-103,21,0
2024-12-30,CB-1048,Molded Case,66.0,66.8,113.85,200,SUP-100,35,0
2024-03-18,CB-1175,Contact Assembly,86.0,76.5,92.05,224,SUP-107,7,0
2024-12-30,CB-1116,Molded Case,62.0,71.2,20.55,141,SUP-108,7,0
2024-11-18,CB-1007,Contact Assembly,104.0,102.8,13.83,415,SUP-107,7,0
2024-03-25,CB-1014,Terminal Block,100.0,96.0,85.85,25,SUP-102,42,0
2025-11-17,CB-1164,Molded Case,51.0,52.0,179.84,39,SUP-108,14,0
2025-03-24,CB-1122,Terminal Block,73.0,66.0,154.72,55,SUP-102,7,0
2024-04-15,CB-1168,Molded Case,59.0,68.8,164.14,156,SUP-100,7,0
2025-07-14,CB-1186,Terminal Block,109.0,105.2,105.1,293,SUP-106,7,0
2025-06-09,CB-1083,Contact Assembly,118.0,120.0,122.78,42,SUP-111,14,0
2024-10-28,CB-1147,Contact Assembly,35.0,35.5,121.64,177,SUP-103,42,0
2025-08-04,CB-1025,Trip Unit,168.0,121.5,102.83,0,SUP-101,28,1
2025-05-26,CB-1054,Terminal Block,145.0,144.8,107.39,48,SUP-106,42,0
2024-01-08,CB-1051,Contact Assembly,36.0,31.0,28.15,1,SUP-103,14,0
2024-10-21,CB-1088,Molded Case,0.0,0.0,73.07,18,SUP-104,7,0
2024-02-26,CB-1096,Molded Case,56.0,52.8,21.87,100,SUP-100,21,0
2025-05-26,CB-1194,Terminal Block,143.0,143.0,8.9,450,SUP-102,14,0
2025-11-03,CB-1085,Trip Unit,92.0,93.0,37.96,14,SUP-101,35,0
2025-11-03,CB-1193,Trip Unit,67.0,62.2,106.92,222,SUP-101,42,0
2025-10-13,CB-1043,Contact Assembly,50.0,31.5,50.82,97,SUP-107,35,0
2024-01-08,CB-1167,Contact Assembly,46.0,43.5,140.38,71,SUP-111,21,0
2024-05-27,CB-1025,Trip Unit,102.0,101.0,102.83,90,SUP-101,28,0
2025-03-17,CB-1014,Terminal Block,113.0,104.2,85.85,37,SUP-102,42,0
2024-07-29,CB-1053,Trip Unit,79.0,68.8,105.64,219,SUP-105,14,0
2024-05-20,CB-1087,Contact Assembly,73.0,62.2,24.47,175,SUP-103,35,0
2024-02-26,CB-1013,Trip Unit,0.0,87.0,60.33,194,SUP-101,21,0
2024-08-19,CB-1092,Molded Case,23.0,25.8,21.3,129,SUP-108,7,0
2025-07-21,CB-1137,Trip Unit,104.0,112.5,144.66,3,SUP-105,42,0
2024-08-12,CB-1105,Trip Unit,76.0,70.0,57.58,135,SUP-109,14,0
2025-05-05,CB-1159,Contact Assembly,26.0,74.8,54.93,93,SUP-103,35,0
2025-12-15,CB-1189,Trip Unit,118.0,105.2,23.66,162,SUP-109,42,0
2025-04-14,CB-1019,Contact Assembly,0.0,0.0,53.68,100,SUP-107,42,0
2025-09-29,CB-1102,Terminal Block,62.0,64.5,44.51,245,SUP-106,42,0
2025-01-20,CB-1108,Molded Case,106.0,113.8,6.25,271,SUP-100,14,0
2025-05-19,CB-1040,Molded Case,85.0,85.8,173.24,87,SUP-104,21,0
2025-10-13,CB-1085,Trip Unit,121.0,106.2,37.96,283,SUP-101,35,0
2025-09-01,CB-1087,Contact Assembly,57.0,72.0,24.47,64,SUP-103,35,0
2025-08-25,CB-1014,Terminal Block,71.0,75.5,85.85,343,SUP-102,42,0
2024-04-22,CB-1189,Trip Unit,121.0,120.5,23.66,0,SUP-109,42,1
2025-04-07,CB-1053,Trip Unit,96.0,102.0,105.64,40,SUP-105,14,0
2025-12-08,CB-1089,Trip Unit,96.0,93.0,120.16,99,SUP-105,7,0
2024-06-10,CB-1053,Trip Unit,88.0,81.2,105.64,101,SUP-105,14,0
2024-07-29,CB-1023,Contact Assembly,0.0,0.0,103.45,57,SUP-111,28,0
2025-11-17,CB-1026,Terminal Block,0.0,3.2,115.16,47,SUP-102,21,0
2025-12-22,CB-1070,Terminal Block,0.0,0.0,31.72,53,SUP-110,28,0
2025-08-25,CB-1184,Molded Case,0.0,16.0,115.46,28,SUP-104,42,0
2025-06-16,CB-1039,Contact Assembly,40.0,45.2,18.06,17,SUP-103,28,0
2024-05-20,CB-1045,Trip Unit,42.0,60.8,56.81,205,SUP-109,35,0
2025-01-06,CB-1200,Molded Case,102.0,91.2,93.51,42,SUP-108,21,0
2024-03-04,CB-1144,Molded Case,30.0,37.5,108.93,69,SUP-100,35,0
2025-12-01,CB-1159,Contact Assembly,52.0,58.8,54.93,219,SUP-103,35,0
2025-07-28,CB-1162,Terminal Block,101.0,116.5,179.47,429,SUP-106,42,0
2025-11-17,CB-1068,Molded Case,68.0,56.2,171.64,255,SUP-108,35,0
2025-01-27,CB-1106,Terminal Block,70.0,70.2,165.97,214,SUP-110,35,0
2025-02-24,CB-1161,Trip Unit,124.0,125.8,141.18,176,SUP-105,28,0
2025-11-03,CB-1146,Terminal Block,74.0,85.8,119.27,300,SUP-102,7,0
2024-10-07,CB-1108,Molded Case,78.0,79.5,6.25,427,SUP-100,14,0
2025-07-14,CB-1064,Molded Case,84.0,92.2,138.93,103,SUP-104,14,0
2024-03-18,CB-1180,Molded Case,94.0,98.8,111.89,123,SUP-100,42,0
2024-04-01,CB-1186,Terminal Block,108.0,120.0,105.1,345,SUP-106,7,0
2024-11-18,CB-1118,Terminal Block,100.0,101.5,152.23,314,SUP-110,7,0
2025-08-18,CB-1146,Terminal Block,86.0,89.0,119.27,56,SUP-102,7,0
2024-01-22,CB-1106,Terminal Block,54.0,61.5,165.97,0,SUP-110,35,1
2025-09-29,CB-1107,Contact Assembly,89.0,86.2,29.77,319,SUP-111,7,0
2024-01-22,CB-1092,Molded Case,12.0,17.0,21.3,108,SUP-108,7,0
2025-09-29,CB-1136,Molded Case,62.0,63.2,168.63,158,SUP-104,7,0
2024-02-12,CB-1142,Terminal Block,70.0,78.8,85.21,38,SUP-110,14,0
2025-10-27,CB-1043,Contact Assembly,42.0,35.2,50.82,27,SUP-107,35,0
2025-11-03,CB-1004,Molded Case,116.0,116.5,82.44,412,SUP-104,35,0
2025-11-24,CB-1100,Molded Case,136.0,114.2,78.09,230,SUP-104,28,0
2025-08-25,CB-1079,Contact Assembly,44.0,40.8,157.73,130,SUP-107,21,0
2025-10-20,CB-1053,Trip Unit,76.0,67.2,105.64,310,SUP-105,14,0
2024-01-29,CB-1131,Contact Assembly,23.0,33.2,97.06,101,SUP-111,14,0
2025-09-29,CB-1023,Contact Assembly,0.0,13.2,103.45,5,SUP-111,28,0
2025-11-17,CB-1159,Contact Assembly,59.0,46.2,54.93,81,SUP-103,35,0
2024-04-01,CB-1173,Trip Unit,0.0,13.5,126.42,44,SUP-105,7,0
2024-11-18,CB-1193,Trip Unit,64.0,61.2,106.92,105,SUP-101,42,0
2024-01-15,CB-1055,Contact Assembly,82.0,86.0,88.11,348,SUP-107,7,0
2024-03-11,CB-1030,Terminal Block,136.0,120.2,12.85,63,SUP-106,21,0
2024-12-02,CB-1167,Contact Assembly,41.0,45.0,140.38,52,SUP-111,21,0
2024-12-02,CB-1128,Molded Case,56.0,67.8,170.92,110,SUP-108,21,0
2024-09-30,CB-1040,Molded Case,43.0,44.8,173.24,269,SUP-104,21,0
2024-05-27,CB-1100,Molded Case,138.0,136.0,78.09,8,SUP-104,28,0
2025-06-09,CB-1116,Molded Case,66.0,57.0,20.55,226,SUP-108,7,0
2024-04-15,CB-1134,Terminal Block,40.0,10.0,25.95,0,SUP-102,14,1
2024-06-17,CB-1057,Trip Unit,36.0,29.0,168.96,132,SUP-109,35,0
2025-03-10,CB-1021,Trip Unit,109.0,102.8,142.18,0,SUP-109,35,1
2025-03-24,CB-1042,Terminal Block,0.0,0.0,140.73,62,SUP-106,35,0
2024-06-10,CB-1080,Molded Case,56.0,55.5,57.58,149,SUP-108,28,0
2024-04-15,CB-1164,Molded Case,63.0,63.5,179.84,145,SUP-108,14,0
2024-04-15,CB-1166,Terminal Block,5.0,19.5,7.65,0,SUP-110,28,1
2024-05-06,CB-1190,Terminal Block,52.0,52.0,51.86,134,SUP-110,21,0
2024-12-23,CB-1176,Molded Case,47.0,51.2,114.33,33,SUP-108,7,0
2025-04-21,CB-1071,Contact Assembly,123.0,121.8,178.65,273,SUP-111,14,0
2024-06-03,CB-1022,Terminal Block,40.0,47.8,127.67,128,SUP-110,7,0
2024-09-09,CB-1025,Trip Unit,103.0,68.5,102.83,324,SUP-101,28,0
2025-03-24,CB-1112,Molded Case,0.0,0.0,153.58,28,SUP-104,14,0
2025-09-15,CB-1013,Trip Unit,72.0,80.5,60.33,204,SUP-101,21,0
2024-03-11,CB-1129,Trip Unit,49.0,12.2,60.78,0,SUP-109,42,1
2024-08-19,CB-1184,Molded Case,0.0,0.0,115.46,14,SUP-104,42,0
2025-05-05,CB-1180,Molded Case,123.0,114.2,111.89,12,SUP-100,42,0
2025-01-13,CB-1024,Molded Case,56.0,59.0,22.83,180,SUP-100,21,0
2025-05-05,CB-1132,Molded Case,99.0,82.5,53.65,36,SUP-100,35,0
2025-03-03,CB-1012,Molded Case,171.0,156.2,123.74,344,SUP-100,21,0
2025-06-02,CB-1186,Terminal Block,120.0,116.5,105.1,163,SUP-106,7,0
2024-10-21,CB-1156,Molded Case,44.0,41.0,153.47,185,SUP-100,35,0
2025-05-26,CB-1012,Molded Case,148.0,152.2,123.74,410,SUP-100,21,0
2025-05-05,CB-1064,Molded Case,63.0,71.8,138.93,87,SUP-104,14,0
2024-01-29,CB-1017,Trip Unit,57.0,54.2,126.8,123,SUP-105,7,0
2024-03-18,CB-1094,Terminal Block,79.0,44.8,168.11,187,SUP-110,21,0
2024-11-11,CB-1200,Molded Case,66.0,72.0,93.51,359,SUP-108,21,0
2024-01-08,CB-1168,Molded Case,56.0,53.5,164.14,110,SUP-100,7,0
2024-04-15,CB-1035,Contact Assembly,182.0,148.8,84.48,0,SUP-111,35,1
2025-09-22,CB-1165,Trip Unit,108.0,87.5,18.55,172,SUP-109,7,0
2024-01-22,CB-1177,Trip Unit,40.0,21.5,132.9,7,SUP-109,21,0
2024-11-18,CB-1155,Contact Assembly,0.0,11.0,171.34,34,SUP-111,7,0
2025-12-22,CB-1185,Trip Unit,100.0,101.7,170.42,43,SUP-105,21,0
2024-01-15,CB-1145,Trip Unit,0.0,7.3,23.29,0,SUP-101,42,0
2024-09-16,CB-1034,Terminal Block,66.0,67.2,6.53,86,SUP-110,21,0
2024-10-21,CB-1053,Trip Unit,58.0,60.5,105.64,123,SUP-105,14,0
2024-03-04,CB-1017,Trip Unit,69.0,69.8,126.8,23,SUP-105,7,0
2025-04-07,CB-1121,Trip Unit,0.0,0.0,97.65,79,SUP-101,35,0
2024-05-06,CB-1090,Terminal Block,0.0,7.8,53.34,28,SUP-106,21,0
2025-04-14,CB-1094,Terminal Block,117.0,79.2,168.11,0,SUP-110,21,1
2025-09-15,CB-1052,Molded Case,59.0,61.2,106.81,322,SUP-104,14,0
2025-05-05,CB-1059,Contact Assembly,81.0,82.5,94.92,205,SUP-111,42,0
2025-11-17,CB-1189,Trip Unit,90.0,90.8,23.66,163,SUP-109,42,0
2025-04-07,CB-1142,Terminal Block,46.0,69.5,85.21,177,SUP-110,14,0
2024-08-12,CB-1082,Terminal Block,60.0,63.0,4.97,72,SUP-110,42,0
2025-04-21,CB-1051,Contact Assembly,34.0,33.8,28.15,75,SUP-103,14,0
2024-07-01,CB-1180,Molded Case,84.0,84.8,111.89,175,SUP-100,42,0
2025-12-22,CB-1002,Terminal Block,78.0,53.7,19.22,65,SUP-102,21,0
2024-02-05,CB-1039,Contact Assembly,10.0,41.0,18.06,91,SUP-103,28,0
2024-04-01,CB-1053,Trip Unit,92.0,90.5,105.64,312,SUP-105,14,0
2024-08-12,CB-1039,Contact Assembly,36.0,38.8,18.06,89,SUP-103,28,0
2025-12-08,CB-1007,Contact Assembly,122.0,125.2,13.83,164,SUP-107,7,0
2025-07-14,CB-1052,Molded Case,81.0,82.5,106.81,0,SUP-104,14,1
2025-11-10,CB-1167,Contact Assembly,45.0,46.2,140.38,112,SUP-111,21,0
2025-05-19,CB-1043,Contact Assembly,31.0,46.8,50.82,101,SUP-107,35,0
2025-03-03,CB-1123,Contact Assembly,71.0,65.2,116.02,289,SUP-103,35,0
2024-10-28,CB-1079,Contact Assembly,34.0,35.5,157.73,51,SUP-107,21,0
2025-10-27,CB-1030,Terminal Block,95.0,94.5,12.85,442,SUP-106,21,0
2024-12-16,CB-1028,Molded Case,101.0,102.0,80.02,411,SUP-104,28,0
2025-11-03,CB-1156,Molded Case,40.0,42.5,153.47,99,SUP-100,35,0
2024-06-03,CB-1187,Contact Assembly,63.0,44.0,169.46,100,SUP-107,14,0
2024-07-22,CB-1180,Molded Case,78.0,80.0,111.89,288,SUP-100,42,0
2025-07-28,CB-1184,Molded Case,0.0,24.2,115.46,29,SUP-104,42,0
2024-04-01,CB-1091,Contact Assembly,0.0,16.0,101.05,0,SUP-107,21,0
2025-11-17,CB-1191,Contact Assembly,125.0,111.8,110.95,266,SUP-111,28,0
2024-12-09,CB-1163,Contact Assembly,32.0,11.5,151.05,10,SUP-107,35,0
2025-09-15,CB-1024,Molded Case,49.0,48.8,22.83,76,SUP-100,21,0
2024-08-12,CB-1009,Trip Unit,0.0,4.0,174.8,3,SUP-109,35,0
2024-06-03,CB-1044,Molded Case,93.0,94.0,162.71,251,SUP-108,21,0
2025-01-20,CB-1018,Terminal Block,134.0,127.5,150.23,75,SUP-106,35,0
2025-04-21,CB-1002,Terminal Block,58.0,70.8,19.22,0,SUP-102,21,1
2025-09-22,CB-1014,Terminal Block,62.0,71.5,85.85,413,SUP-102,42,0
